data,910.09,73.29
data,910.12,73.29
data,910.13,73.31
data,910.07,73.31
data,910.13,73.31
data,910.07,73.33
data,910.14,73.33
data,910.1,73.33
data,910.12,73.33
data,910.1,73.33
data,910.12,73.33
data,910.12,73.33
data,910.07,73.33
data,910.13,73.35
data,910.1,73.33
data,910.06,73.33
data,910.05,73.31
data,910.08,73.35
data,910.14,73.36
data,910.08,73.31
data,910.1,73.31
data,910.02,73.35
data,910.08,73.31
data,910.08,73.35
data,910.07,73.31
data,910.08,73.35
data,910.08,73.35
data,910.18,73.35
data,910.1,73.35
data,910.08,73.35
data,910.08,73.35
data,910.11,73.35
data,910.06,73.33
data,910.09,73.33
data,910.1,73.33
data,910.14,73.35
data,910.1,73.33
data,910.12,73.33
data,910.14,73.35
data,910.12,73.33
data,910.07,73.33
data,910.17,73.36
data,910.07,73.31
data,910.11,73.35
data,910.05,73.35
data,910.09,73.33
data,910.08,73.35
data,910.14,73.35
data,910.05,73.35
data,910.16,73.35
data,910.15,73.33
data,910.08,73.35
data,910.1,73.33
data,910.1,73.35
data,910.08,73.35
data,910.12,73.33
data,910.1,73.35
data,910.1,73.33
data,910.11,73.35
data,910.14,73.36
data,910.08,73.35
data,910.09,73.36
data,910.12,73.33
data,910.06,73.35
data,910.14,73.35
data,910.07,73.33
data,910.07,73.33
data,910.05,73.35
data,910.12,73.33
data,910.14,73.36
data,910.07,73.33
data,910.14,73.35
data,910.14,73.35
data,910.13,73.35
data,910.06,73.36
data,910.07,73.33
data,910.08,73.35
data,910.12,73.33
data,910.1,73.33
data,910.08,73.35
data,910.07,73.33
data,910.08,73.35
data,910.04,73.33
data,910.09,73.36
data,910.12,73.36
data,910.14,73.36
data,910.06,73.35
data,910.08,73.35
data,910.12,73.36
data,910.08,73.35
data,910.09,73.36
data,910.06,73.36
data,910.14,73.35
data,910.14,73.36
data,910.09,73.36
data,910.12,73.36
data,910.04,73.33
data,910.07,73.33
data,910.16,73.35
data,910.05,73.31
data,910.07,73.33
data,910.12,73.36
data,910.04,73.33
data,910.08,73.35
data,910.09,73.36
data,910.09,73.36
data,910.07,73.33
data,910.11,73.35
data,910.05,73.35
data,910.15,73.33
data,910.06,73.36
data,910.08,73.35
data,910.1,73.35
data,910.1,73.33
data,910.08,73.35
data,910.04,73.33
data,910.11,73.35
data,910.08,73.35
data,910.08,73.35
data,910.12,73.33
data,910.08,73.35
data,910.08,73.38
data,910.12,73.36
data,910.1,73.33
data,910.08,73.35
data,910.08,73.35
data,910.04,73.36
data,910.13,73.35
data,910.13,73.36
data,910.07,73.36
data,910.06,73.36
data,910.03,73.35
data,910.06,73.35
data,910.06,73.35
data,910.09,73.36
data,910.01,73.36
data,910.12,73.36
data,910.11,73.35
data,910.1,73.35
data,910.01,73.36
data,910.11,73.38
data,910.05,73.35
data,910.08,73.35
data,910.08,73.35
data,910.06,73.35
data,910.08,73.35
data,910.08,73.35
data,910.06,73.35
data,910.1,73.35
data,910.13,73.36
data,910.08,73.35
data,910.08,73.35
data,910.08,73.35
data,910.02,73.35
data,910.05,73.31
data,910.07,73.33
data,910.1,73.35
data,910,73.35
data,910.14,73.35
data,910.09,73.36
data,910.08,73.35
data,910.13,73.35
data,910.1,73.33
data,910.1,73.36
data,910.1,73.35
data,910.11,73.38
data,910.06,73.36
data,910.08,73.35
data,910.14,73.38
data,910.08,73.35
data,910.08,73.35
data,910.07,73.33
data,910.08,73.35
data,910.04,73.36
data,910.06,73.36
data,910.09,73.36
data,910.1,73.36
data,910.1,73.35
data,910.1,73.35
data,910.08,73.35
data,910.09,73.33
data,910.13,73.38
data,910.03,73.35
data,910.07,73.33
data,910.08,73.35
data,910.16,73.38
data,910.12,73.36
data,910.08,73.35
data,910.08,73.35
data,910,73.35
data,910.02,73.35
data,910.1,73.36
data,910.13,73.36
data,910.04,73.33
data,910.1,73.36
data,910.03,73.35
data,910.1,73.35
data,910.03,73.35
data,910.03,73.29
data,910.14,73.36
data,910.08,73.35
data,910.06,73.36
data,910.08,73.35
data,910.09,73.36
data,910.13,73.36
data,910.09,73.36
data,910.07,73.33
data,910.1,73.36
data,910.12,73.33
data,910.14,73.35
data,910.14,73.35
data,910.14,73.35
data,910.09,73.36
data,910.1,73.33
data,910.14,73.35
data,910.06,73.35
data,910.07,73.36
data,910.05,73.35
data,910.07,73.33
data,910.08,73.35
data,910.09,73.36
data,910.11,73.35
data,910.11,73.38
data,910.13,73.38
data,910.03,73.35
data,910.06,73.35
data,910.09,73.38
data,910.13,73.36
data,910.08,73.35
data,910.08,73.35
data,910.14,73.36
data,910.14,73.35
data,910.07,73.36
data,910.02,73.36
data,910.06,73.36
data,910.09,73.36
data,910.13,73.36
data,910.13,73.36
data,910.08,73.35
data,910.1,73.36
data,910.06,73.35
data,910.06,73.35
data,910.06,73.36
data,910.06,73.35
data,910.08,73.35
data,910.06,73.36
data,910.07,73.36
data,910.09,73.36
data,910.14,73.35
data,910.11,73.35
data,910.14,73.36
data,910.09,73.36
data,910.09,73.36
data,910.02,73.38
data,910.06,73.36
data,910.06,73.35
data,910.13,73.36
data,910.09,73.36
data,910.13,73.38
data,910.1,73.36
data,910.11,73.38
data,910.07,73.29
data,910.08,73.35
data,910.13,73.36
data,910.13,73.38
data,910.04,73.36
data,910.08,73.35
data,910.07,73.33
data,910.12,73.33
data,910.05,73.35
data,910.09,73.33
data,910.01,73.33
data,910.08,73.35
data,910.08,73.35
data,910.08,73.35
data,910.04,73.33
data,910.08,73.35
data,910.1,73.36
data,910.08,73.35
data,910.14,73.36
data,910.09,73.36
data,910.09,73.36
data,910.1,73.35
data,910.08,73.35
data,910.11,73.35
data,910.14,73.36
data,910.17,73.36
data,910.07,73.36
data,910.07,73.29
data,910.1,73.31
data,910.03,73.29
data,910.09,73.29
data,910.08,73.31
data,910.1,73.31
data,910.1,73.33
data,910.05,73.31
data,910.08,73.31
data,910.05,73.31
data,910.12,73.33
data,910.11,73.31
data,910.08,73.31
data,910.1,73.33
data,910.12,73.33
data,910.09,73.33
data,910.12,73.33
data,910.09,73.33
data,910.08,73.35
data,910.1,73.33
data,910.12,73.33
data,910.12,73.33
data,910.13,73.35
data,910.1,73.35
data,910.04,73.33
data,910.1,73.35
data,910.14,73.33
data,910.1,73.35
data,910.1,73.35
data,910.11,73.35
data,910.08,73.35
data,910.05,73.35
data,910.07,73.33
data,910.07,73.33
data,910.08,73.35
data,910.1,73.35
data,910.05,73.35
data,910.08,73.35
data,910.1,73.35
data,910.08,73.35
data,910.12,73.36
data,910.14,73.35
data,910.1,73.35
data,910.13,73.36
data,910.05,73.35
data,910.18,73.35
data,910.14,73.35
data,910.08,73.35
data,910.14,73.35
data,910.14,73.36
data,910.08,73.35
data,910.08,73.35
data,910.13,73.36
data,910.07,73.29
data,910.09,73.29
data,910.12,73.33
data,910.15,73.33
data,910.06,73.33
data,910.05,73.35
data,910.07,73.33
data,910.1,73.33
data,910.09,73.29
data,910.11,73.31
data,910.05,73.31
data,910.1,73.33
data,910.09,73.33
data,910.1,73.33
data,910.13,73.35
data,910.08,73.31
data,910.1,73.33
data,910.08,73.35
data,910.07,73.33
data,910.06,73.33
data,910.08,73.35
data,910.08,73.35
data,910.14,73.35
data,910.1,73.33
data,910.1,73.35
data,910.1,73.33
data,910.12,73.33
data,910.06,73.35
data,910.13,73.36
data,910.05,73.35
data,910.08,73.35
data,910.06,73.33
data,910.1,73.35
data,910.08,73.35
data,910.08,73.35
data,910.06,73.35
data,910.06,73.35
data,910.12,73.36
data,910.08,73.35
data,910.09,73.36
data,910.08,73.35
data,910.09,73.36
data,910.06,73.35
data,910.1,73.35
data,910.07,73.36
data,910.17,73.36
data,910.1,73.36
data,910.07,73.36
data,910.13,73.36
data,910.14,73.36
data,910.14,73.35
data,910.13,73.36
data,910.13,73.36
data,910.14,73.38
data,910.13,73.38
data,910.06,73.36
data,910.12,73.36
data,910.12,73.36
data,910.1,73.35
data,910.09,73.36
data,910.11,73.38
data,910.13,73.38
data,910.11,73.38
data,910.08,73.35
data,910.11,73.38
data,910.07,73.4
data,910.09,73.36
data,910.13,73.38
data,910.06,73.36
data,910.12,73.36
data,910.13,73.36
data,910.07,73.36
data,910.05,73.35
data,910.09,73.38
data,910.02,73.38
data,910.11,73.35
data,910.14,73.38
data,910.08,73.35
data,910.04,73.33
data,910.04,73.33
data,910.13,73.35
data,910.1,73.35
data,910.1,73.33
data,910.12,73.33
data,910.08,73.35
data,910.08,73.35
data,910.08,73.35
data,910.03,73.35
data,910.13,73.35
data,910.13,73.35
data,910.11,73.35
data,910.14,73.35
data,910.14,73.35
data,910.14,73.35
data,910.1,73.35
data,910.1,73.33
data,910.08,73.35
data,910.07,73.33
data,910.07,73.36
data,910.1,73.35
data,910.08,73.35
data,910.08,73.35
data,910.04,73.33
data,910.13,73.36
data,910.13,73.36
data,910.07,73.36
data,910.09,73.36
data,910.11,73.38
data,910.08,73.35
data,910.15,73.36
data,910.14,73.36
data,910.12,73.36
data,910.07,73.31
data,910.15,73.33
data,910.07,73.33
data,910.1,73.35
data,910.03,73.33
data,910.18,73.33
data,910.15,73.33
data,910.09,73.33
data,910.05,73.35
data,910.1,73.33
data,910.11,73.35
data,910.14,73.36
data,910.08,73.35
data,910.12,73.33
data,909.99,73.33
data,910.09,73.36
data,910.11,73.35
data,910.02,73.27
data,910.06,73.35
data,910.08,73.31
data,910.07,73.33
data,910.04,73.36
data,910.1,73.36
data,910.09,73.36
data,909.99,73.36
data,910.14,73.36
data,910.08,73.35
data,910.13,73.31
data,910.15,73.33
data,910.12,73.36
data,910.08,73.35
data,910.09,73.36
data,910.14,73.35
data,910.09,73.33
data,910.1,73.33
data,910.06,73.35
data,910.13,73.35
data,910.03,73.33
data,910.1,73.36
data,910.11,73.35
data,910.08,73.35
data,910.06,73.35
data,910.09,73.36
data,910.13,73.36
data,910.06,73.35
data,910.08,73.35
data,910.1,73.33
data,910.03,73.35
data,910.01,73.33
data,910.03,73.33
data,910.08,73.35
data,910.08,73.35
data,910.06,73.38
data,910.13,73.38
data,910.06,73.36
data,910.05,73.35
data,910.08,73.35
data,910.03,73.35
data,910.09,73.36
data,910.1,73.36
data,910.13,73.36
data,910.11,73.38
data,910.02,73.36
data,910.08,73.38
data,910.04,73.36
data,910.03,73.38
data,910.1,73.36
data,910.04,73.36
data,910.06,73.38
data,910.06,73.36
data,910.08,73.35
data,910.12,73.36
data,910.11,73.38
data,910.07,73.4
data,910.07,73.36
data,910.13,73.36
data,910.09,73.36
data,910.12,73.36
data,910.02,73.36
data,910.07,73.36
data,910.05,73.38
data,909.99,73.36
data,910.08,73.38
data,910.09,73.36
data,910.08,73.38
data,910.14,73.38
data,910.1,73.36
data,910.07,73.36
data,910.04,73.36
data,910.11,73.38
data,910.04,73.36
data,910.04,73.36
data,910.08,73.38
data,910.1,73.36
data,910.12,73.36
data,910.11,73.38
data,910.1,73.4
data,910.12,73.4
data,910.17,73.4
data,910.04,73.36
data,910.08,73.38
data,910.12,73.4
data,910.07,73.36
data,910.12,73.4
data,910.09,73.38
data,910.07,73.4
data,910.04,73.36
data,910.09,73.38
data,910.04,73.36
data,910.11,73.38
data,910.03,73.38
data,910.08,73.38
data,910.06,73.38
data,910.12,73.4
data,910.11,73.42
data,910.09,73.4
data,910.1,73.36
data,910.09,73.38
data,910.07,73.4
data,910.13,73.4
data,910.05,73.4
data,910.06,73.35
data,910.14,73.36
data,910.12,73.36
data,910.15,73.36
data,910.11,73.38
data,910,73.38
data,910.09,73.36
data,910.14,73.36
data,910.12,73.36
data,910.07,73.36
data,910.14,73.38
data,910.08,73.35
data,910.11,73.35
data,910.09,73.36
data,910.04,73.36
data,910.16,73.35
data,910.07,73.36
data,910.1,73.36
data,910.08,73.35
data,910.02,73.36
data,910.11,73.35
data,910.15,73.36
data,910.11,73.38
data,910.08,73.38
data,910.04,73.36
data,910.07,73.33
data,910.07,73.36
data,910.09,73.38
data,910.07,73.36
data,910.13,73.38
data,910.04,73.36
data,910.1,73.36
data,910.12,73.36
data,910.12,73.4
data,910.09,73.38
data,910.13,73.38
data,910.01,73.38
data,910.06,73.38
data,910.11,73.35
data,910.12,73.36
data,910.07,73.33
data,910.08,73.35
data,910.04,73.36
data,910.1,73.36
data,910.12,73.36
data,910.09,73.36
data,910.14,73.35
data,910.06,73.36
data,910.08,73.35
data,910.12,73.36
data,910.09,73.36
data,910.14,73.36
data,910.11,73.38
data,910.09,73.36
data,910.04,73.36
data,910.03,73.38
data,910.12,73.36
data,910.11,73.38
data,910.06,73.38
data,910.08,73.38
data,910.09,73.36
data,910.11,73.38
data,910.09,73.38
data,910,73.38
data,910.04,73.36
data,910.16,73.38
data,910.19,73.38
data,910.09,73.38
data,910.13,73.35
data,910.04,73.33
data,910.1,73.33
data,910.08,73.35
data,910.08,73.35
data,910.14,73.35
data,910.12,73.36
data,910.07,73.36
data,910.1,73.35
data,910.16,73.35
data,910.06,73.36
data,910.08,73.35
data,910.07,73.33
data,910.07,73.36
data,910.06,73.35
data,910.09,73.36
data,910.09,73.36
data,910.02,73.35
data,910.16,73.38
data,910.06,73.35
data,910.1,73.35
data,910.09,73.38
data,910.1,73.36
data,910.09,73.36
data,910.04,73.36
data,910.13,73.38
data,910.06,73.36
data,910.04,73.36
data,910.07,73.36
data,910.08,73.35
data,910.06,73.38
data,910.09,73.38
data,910.1,73.36
data,910.11,73.38
data,910.09,73.4
data,910.02,73.36
data,910.1,73.36
data,910.06,73.36
data,910.04,73.36
data,910.06,73.35
data,910.04,73.36
data,910.09,73.38
data,910.13,73.36
data,910.05,73.38
data,910.1,73.36
data,910.07,73.4
data,910.12,73.4
data,910.04,73.4
data,910.11,73.38
data,910.08,73.38
data,910.09,73.38
data,910.11,73.38
data,910.07,73.36
data,910.11,73.38
data,910.09,73.4
data,909.96,73.36
data,910.09,73.38
data,910.04,73.36
data,910.07,73.36
data,910.01,73.36
data,910.03,73.38
data,910.05,73.38
data,910.15,73.36
data,910.13,73.36
data,910.07,73.36
data,910.02,73.38
data,910.04,73.36
data,910.09,73.4
data,910.07,73.4
data,910.07,73.36
data,910.13,73.36
data,910.11,73.38
data,910.09,73.38
data,910.09,73.4
data,910.09,73.36
data,910.06,73.36
data,910.04,73.36
data,910.14,73.38
data,910.07,73.36
data,910.11,73.38
data,910.13,73.4
data,910.07,73.36
data,910.14,73.38
data,910.04,73.4
data,910.09,73.4
data,910.14,73.38
data,910.09,73.4
data,910.03,73.38
data,910.07,73.36
data,910.04,73.36
data,910.09,73.4
data,910.13,73.38
data,910.07,73.4
data,910.09,73.4
data,910,73.35
data,910.14,73.42
data,910.18,73.4
data,910.13,73.4
data,910.07,73.36
data,910.11,73.38
data,910.09,73.4
data,910.04,73.36
data,910.08,73.38
data,910.1,73.36
data,910.04,73.4
data,910.09,73.38
data,910.12,73.42
data,910.11,73.38
data,910.09,73.38
data,910.09,73.38
data,910.11,73.38
data,910.05,73.38
data,910,73.38
data,910.16,73.38
data,910.11,73.38
data,910.05,73.38
data,910.1,73.36
data,910.11,73.42
data,910.1,73.4
data,910.03,73.35
data,910.11,73.38
data,910.16,73.38
data,910.09,73.38
data,910.12,73.4
data,910.07,73.36
data,910.04,73.36
data,910.1,73.36
data,910.14,73.38
data,910.1,73.35
data,910.11,73.38
data,910.13,73.4
data,910.08,73.35
data,910.11,73.38
data,910.11,73.38
data,910.05,73.38
data,910.06,73.38
data,910.04,73.36
data,910.15,73.4
data,910.11,73.38
data,910.08,73.38
data,910.02,73.36
data,910.1,73.36
data,910.15,73.4
data,910.1,73.36
data,910.04,73.36
data,910.09,73.4
data,910.11,73.38
data,910.08,73.38
data,910.02,73.38
data,910.12,73.4
data,910.11,73.38
data,910.01,73.4
data,910.14,73.38
data,910.13,73.36
data,910.14,73.42
data,910.13,73.4
data,910.09,73.38
data,910.01,73.36
data,910.15,73.4
data,910.15,73.36
data,910.08,73.38
data,910.14,73.38
data,910.06,73.36
data,910.09,73.36
data,910.03,73.35
data,910.09,73.4
data,910.02,73.38
data,910.11,73.38
data,910.13,73.38
data,910.1,73.36
data,910.12,73.33
data,910.08,73.31
data,910.07,73.33
data,910.11,73.35
data,910.09,73.36
data,910.13,73.35
data,910.12,73.36
data,910.11,73.35
data,910.12,73.33
data,910.1,73.35
data,910.12,73.36
data,910.11,73.35
data,910.06,73.36
data,910.11,73.35
data,910.15,73.36
data,910.08,73.35
data,910.04,73.36
data,910.11,73.35
data,910.03,73.35
data,910.1,73.36
data,910.08,73.35
data,910.1,73.36
data,910.07,73.4
data,910.06,73.38
data,910.06,73.36
data,910.07,73.36
data,910.07,73.36
data,910.11,73.38
data,910.09,73.38
data,910.04,73.36
data,910.09,73.38
data,910.12,73.4
data,910.17,73.4
data,910.12,73.4
data,910,73.38
data,910.07,73.4
data,910.1,73.36
data,910.12,73.4
data,910.15,73.4
data,910.15,73.4
data,910.11,73.42
data,910.09,73.38
data,910.16,73.42
data,910.1,73.44
data,910.07,73.4
data,910.1,73.4
data,910.07,73.31
data,910.11,73.42
data,910.14,73.42
data,910.11,73.42
data,910.1,73.44
data,910.15,73.36
data,910.09,73.36
data,910.07,73.36
data,910.11,73.38
data,910.04,73.36
data,910.11,73.38
data,910.17,73.38
data,910.08,73.38
data,910.15,73.36
data,910.09,73.36
data,910.05,73.38
data,910.08,73.38
data,910.12,73.36
data,910.12,73.36
data,910.14,73.38
data,910.13,73.38
data,910.16,73.38
data,910.11,73.38
data,910.11,73.38
data,910.15,73.4
data,910.08,73.31
data,910.12,73.33
data,910.16,73.35
data,910.06,73.35
data,910.08,73.35
data,910.12,73.36
data,910.06,73.35
data,910.08,73.35
data,910.14,73.35
data,910.08,73.31
data,910.18,73.35
data,910.08,73.35
data,910.14,73.35
data,910.08,73.35
data,910.1,73.33
data,910.13,73.35
data,910.14,73.35
data,910.07,73.31
data,910.05,73.35
data,910.1,73.33
data,910.06,73.33
data,910.1,73.33
data,910.15,73.33
data,910.11,73.31
data,910.09,73.29
data,910.07,73.33
data,910.17,73.33
data,910.11,73.22
data,910.09,73.22
data,910.14,73.22
data,910.11,73.26
data,910.14,73.26
data,910.16,73.24
data,910.12,73.24
data,910.08,73.24
data,910.16,73.26
data,910.1,73.24
data,910.11,73.26
data,910.06,73.22
data,910.08,73.26
data,910.11,73.22
data,910.07,73.24
data,910.11,73.26
data,910.06,73.26
data,910.13,73.24
data,910.1,73.24
data,910.09,73.22
data,910.12,73.24
data,910.1,73.24
data,910.1,73.24
data,910.1,73.2
data,910.06,73.22
data,910.05,73.24
data,910.05,73.22
data,910.11,73.22
data,910.08,73.22
data,910.13,73.18
data,910.13,73.2
data,910.07,73.2
data,910.15,73.2
data,910.13,73.18
data,910.1,73.17
data,910.03,73.15
data,910.08,73.15
data,910.15,73.13
lulu world,,
data,910.17,72.86
data,910.1,72.88
data,910.12,72.9
data,910.15,72.91
data,910.18,72.91
data,910.15,72.91
data,910.14,72.93
data,910.14,72.95
data,910.19,72.95
data,910.14,72.97
data,910.2,73
data,910.07,72.95
data,910.15,73
data,910.13,73.02
data,910.13,73
data,910.12,73
data,910.14,73.02
data,910.15,73.04
data,910.15,73.08
data,910.2,73.06
data,910.14,73.06
data,910.14,73.06
data,910.16,73.04
data,910.13,73.08
data,910.19,73.08
data,910.11,73.09
data,910.19,73.08
data,910.13,73.08
data,910.2,73.09
data,910.12,73.09
data,910.16,73.11
data,910.13,73.08
data,910.07,73.09
data,910.13,73.11
data,910.13,73.11
data,910.15,73.13
data,910.12,73.13
data,910.18,73.13
data,910.12,73.13
data,910.16,73.15
data,910.15,73.13
data,910.18,73.15
data,910.16,73.15
data,910.13,73.11
data,910.18,73.15
data,910.15,73.13
data,910.17,73.13
data,910.18,73.17
data,910.21,73.15
data,910.15,73.17
data,910.13,73.15
data,910.15,73.17
data,910.12,73.17
data,910.19,73.18
data,910.08,73.15
data,910.18,73.17
data,910.23,73.17
data,910.09,73.17
data,910.12,73.17
data,910.16,73.18
data,910.12,73.17
data,910.1,73.17
data,910.17,73.18
data,910.14,73.17
data,910.15,73.17
data,910.16,73.18
data,910.21,73.2
data,910.18,73.2
data,910.18,73.17
data,910.18,73.17
data,910.14,73.15
data,910.16,73.18
data,910.16,73.18
data,910.19,73.18
data,910.12,73.17
data,910.13,73.18
data,910.16,73.18
data,910.16,73.22
data,910.15,73.2
data,910.15,73.2
data,910.17,73.2
data,910.21,73.2
data,910.13,73.18
data,910.2,73.2
data,910.19,73.22
data,910.18,73.2
data,910.23,73.2
data,910.19,73.22
data,910.2,73.22
data,910.19,73.22
data,910.13,73.2
data,910.15,73.2
data,910.17,73.22
data,910.14,73.22
data,910.23,73.24
data,910.16,73.22
data,910.16,73.22
data,910.21,73.2
data,910.17,73.22
data,910.2,73.22
data,910.23,73.24
data,910.18,73.24
data,910.13,73.22
data,910.17,73.22
data,910.11,73.22
data,910.2,73.22
data,910.17,73.22
data,910.13,73.18
data,910.19,73.18
data,910.18,73.2
data,910.21,73.18
data,910.18,73.2
data,910.17,73.18
data,910.09,73.13
data,910.21,73.18
data,910.17,73.18
data,910.18,73.2
data,910.14,73.18
data,910.18,73.2
data,910.16,73.18
data,910.13,73.22
data,910.17,73.2
data,910.17,73.2
data,910.16,73.18
data,910.22,73.22
data,910.16,73.22
data,910.17,73.22
data,910.17,73.22
data,910.16,73.22
data,910.16,73.22
data,910.21,73.2
data,910.13,73.2
data,910.14,73.22
data,910.18,73.24
data,910.22,73.22
data,910.2,73.2
data,910.14,73.22
data,910.17,73.22
data,910.16,73.22
data,910.14,73.22
data,910.18,73.24
data,910.11,73.22
data,910.2,73.22
data,910.15,73.24
data,910.15,73.24
data,910.2,73.22
data,910.16,73.24
data,910.2,73.22
data,910.2,73.24
data,910.16,73.26
data,910.23,73.24
data,910.2,73.24
data,910.11,73.22
data,910.13,73.24
data,910.14,73.22
data,910.2,73.22
data,910.2,73.22
data,910.12,73.24
data,910.1,73.24
data,910.2,73.26
data,910.15,73.24
data,910.18,73.24
data,910.13,73.22
data,910.11,73.18
data,910.16,73.24
data,910.1,73.24
data,910.16,73.24
data,910.11,73.22
data,910.19,73.22
data,910.16,73.24
data,910.16,73.22
data,910.11,73.18
data,910.14,73.22
data,910.15,73.24
data,910.16,73.24
data,910.16,73.24
data,910.14,73.26
data,910.2,73.24
data,910.15,73.24
data,910.16,73.24
data,910.16,73.24
data,910.16,73.24
data,910.15,73.24
data,910.16,73.24
data,910.21,73.24
data,910.16,73.24
data,910.18,73.24
data,910.16,73.24
data,910.16,73.24
data,910.18,73.24
data,910.2,73.22
data,910.22,73.26
data,910.17,73.26
data,910.17,73.22
data,910.13,73.24
data,910.11,73.22
data,910.16,73.24
data,910.21,73.24
data,910.2,73.24
data,910.16,73.24
data,910.23,73.26
data,910.15,73.24
data,910.16,73.26
data,910.18,73.27
data,910.16,73.24
data,910.18,73.24
data,910.16,73.24
data,910.15,73.24
data,910.14,73.22
data,910.16,73.26
data,910.18,73.24
data,910.12,73.24
data,910.17,73.26
data,910.16,73.26
data,910.16,73.26
data,910.21,73.24
data,910.14,73.22
data,910.1,73.24
data,910.15,73.27
data,910.16,73.24
data,910.14,73.26
data,910.19,73.26
data,910.07,73.17
data,910.15,73.24
data,910.17,73.26
data,910.16,73.26
data,910.16,73.26
data,910.17,73.26
data,910.16,73.26
data,910.18,73.27
data,910.25,73.26
data,910.15,73.27
data,910.18,73.24
data,910.11,73.26
data,910.17,73.26
data,910.14,73.26
data,910.18,73.24
data,910.18,73.27
data,910.16,73.26
data,910.14,73.26
data,910.08,73.24
data,910.14,73.26
data,910.07,73.27
data,910.13,73.24
data,910.13,73.24
data,910.16,73.27
data,910.12,73.26
data,910.2,73.26
data,910.16,73.26
data,910.09,73.26
data,910.12,73.26
data,910.17,73.26
data,910.1,73.24
data,910.16,73.27
data,910.16,73.27
data,910.14,73.26
data,910.06,73.22
data,910.17,73.22
data,910.09,73.26
data,910.11,73.26
data,910.13,73.24
data,910.19,73.26
data,910.16,73.26
data,910.15,73.24
data,910.14,73.22
data,910.18,73.24
data,910.17,73.22
